youtube_id,start_s,class,source,pann_score,pann_window_offset_s,clip_score,clip_best_frame,vad_voiced_frac,audio_path,full_10s_path
2yQxhgVzBl4,30.0,horse,audioset+vggsound,0.7799484133720398,0.0,0.2617778778076172,2,0.0,clips/horse/2yQxhgVzBl4_30/audio.wav,clips/horse/2yQxhgVzBl4_30/full_10s.wav
2yelTWUeVOI,0.0,horse,audioset+vggsound,0.9095968008041382,4.0,0.2740110158920288,7,0.0,clips/horse/2yelTWUeVOI_0/audio.wav,clips/horse/2yelTWUeVOI_0/full_10s.wav
3-IoLfXm00U,30.0,horse,audioset,0.8711474537849426,6.5,0.23899106681346893,0,0.0,clips/horse/3-IoLfXm00U_30/audio.wav,clips/horse/3-IoLfXm00U_30/full_10s.wav
3-UpzPPs4ms,25.0,horse,audioset+vggsound,0.7936075329780579,0.0,0.2932629883289337,6,0.0,clips/horse/3-UpzPPs4ms_25/audio.wav,clips/horse/3-UpzPPs4ms_25/full_10s.wav
30PwJUXoI54,24.0,horse,audioset,0.739791214466095,3.0,0.27878308296203613,4,0.0,clips/horse/30PwJUXoI54_24/audio.wav,clips/horse/30PwJUXoI54_24/full_10s.wav
30QcYP-ibP8,30.0,horse,audioset,0.25125014781951904,4.5,0.2831919193267822,2,0.0,clips/horse/30QcYP-ibP8_30/audio.wav,clips/horse/30QcYP-ibP8_30/full_10s.wav
30qO0xQUIcA,30.0,horse,audioset,0.6066144108772278,5.0,0.2890280783176422,5,0.0,clips/horse/30qO0xQUIcA_30/audio.wav,clips/horse/30qO0xQUIcA_30/full_10s.wav
31V8YxVfvZo,30.0,horse,audioset,0.9163498282432556,3.5,0.2802363932132721,0,0.0,clips/horse/31V8YxVfvZo_30/audio.wav,clips/horse/31V8YxVfvZo_30/full_10s.wav
32Ze1OHFeAk,30.0,horse,audioset+vggsound,0.5585055351257324,6.5,0.2696020305156708,7,0.0,clips/horse/32Ze1OHFeAk_30/audio.wav,clips/horse/32Ze1OHFeAk_30/full_10s.wav
33TAattCF-A,30.0,horse,audioset,0.852220356464386,4.0,0.28212442994117737,1,0.0,clips/horse/33TAattCF-A_30/audio.wav,clips/horse/33TAattCF-A_30/full_10s.wav
33sI38jHmNI,160.0,horse,audioset+vggsound,0.6613900065422058,3.0,0.28116920590400696,7,0.0,clips/horse/33sI38jHmNI_160/audio.wav,clips/horse/33sI38jHmNI_160/full_10s.wav
34LA4c312EY,30.0,horse,audioset+vggsound,0.8270272016525269,6.0,0.30227404832839966,1,0.0,clips/horse/34LA4c312EY_30/audio.wav,clips/horse/34LA4c312EY_30/full_10s.wav
34hBS1vWpmE,1.0,horse,audioset+vggsound,0.7778860330581665,3.0,0.27435529232025146,6,0.0,clips/horse/34hBS1vWpmE_1/audio.wav,clips/horse/34hBS1vWpmE_1/full_10s.wav
35Q2IEJVq3Q,21.0,horse,audioset,0.5302003026008606,0.5,0.26618149876594543,3,0.0,clips/horse/35Q2IEJVq3Q_21/audio.wav,clips/horse/35Q2IEJVq3Q_21/full_10s.wav
35c4EPiZ8JM,30.0,horse,audioset+vggsound,0.9085767269134521,2.0,0.2856256663799286,0,0.0,clips/horse/35c4EPiZ8JM_30/audio.wav,clips/horse/35c4EPiZ8JM_30/full_10s.wav
35r9Zwy0XX0,90.0,horse,audioset+vggsound,0.967438280582428,1.0,0.2883831858634949,2,0.0,clips/horse/35r9Zwy0XX0_90/audio.wav,clips/horse/35r9Zwy0XX0_90/full_10s.wav
36pbxE4YvW4,30.0,horse,audioset,0.8761749267578125,2.5,0.2864759862422943,6,0.0,clips/horse/36pbxE4YvW4_30/audio.wav,clips/horse/36pbxE4YvW4_30/full_10s.wav
37bXhxNTyJE,30.0,horse,audioset+vggsound,0.5429722666740417,5.5,0.2840408682823181,5,0.0,clips/horse/37bXhxNTyJE_30/audio.wav,clips/horse/37bXhxNTyJE_30/full_10s.wav
38DF7AKwMQM,30.0,horse,audioset,0.5807245373725891,4.0,0.2706914246082306,3,0.0,clips/horse/38DF7AKwMQM_30/audio.wav,clips/horse/38DF7AKwMQM_30/full_10s.wav
39PRB26zZ6Q,22.0,horse,audioset,0.626729428768158,1.0,0.280551940202713,6,0.0,clips/horse/39PRB26zZ6Q_22/audio.wav,clips/horse/39PRB26zZ6Q_22/full_10s.wav
3CjHHZMwoRs,30.0,horse,audioset,0.7465633153915405,3.5,0.2586822807788849,0,0.0,clips/horse/3CjHHZMwoRs_30/audio.wav,clips/horse/3CjHHZMwoRs_30/full_10s.wav
3F7T1zNfmq4,30.0,horse,audioset,0.6568643450737,3.0,0.2973059415817261,8,0.0,clips/horse/3F7T1zNfmq4_30/audio.wav,clips/horse/3F7T1zNfmq4_30/full_10s.wav
3FGPY4j3Xwg,30.0,horse,audioset,0.8835064768791199,1.0,0.2910122275352478,2,0.0,clips/horse/3FGPY4j3Xwg_30/audio.wav,clips/horse/3FGPY4j3Xwg_30/full_10s.wav
3FIdrvHA2zg,17.0,horse,audioset,0.9124676585197449,1.0,0.2929547429084778,3,0.0,clips/horse/3FIdrvHA2zg_17/audio.wav,clips/horse/3FIdrvHA2zg_17/full_10s.wav
3FaeBt1XPQw,30.0,horse,audioset+vggsound,0.9870160818099976,2.0,0.28609684109687805,7,0.0,clips/horse/3FaeBt1XPQw_30/audio.wav,clips/horse/3FaeBt1XPQw_30/full_10s.wav
3FvKue_6JIE,100.0,horse,audioset,0.8459566831588745,5.5,0.27508702874183655,1,0.0,clips/horse/3FvKue_6JIE_100/audio.wav,clips/horse/3FvKue_6JIE_100/full_10s.wav
3GUoKYMKcDc,30.0,horse,audioset,0.6597826480865479,6.5,0.29855987429618835,9,0.0,clips/horse/3GUoKYMKcDc_30/audio.wav,clips/horse/3GUoKYMKcDc_30/full_10s.wav
3GbIhQLCH9I,16.0,horse,audioset+vggsound,0.91678386926651,0.0,0.2731528580188751,1,0.0,clips/horse/3GbIhQLCH9I_16/audio.wav,clips/horse/3GbIhQLCH9I_16/full_10s.wav
3GvbnMt-BTg,30.0,horse,audioset,0.29566675424575806,0.0,0.2839752435684204,1,0.0,clips/horse/3GvbnMt-BTg_30/audio.wav,clips/horse/3GvbnMt-BTg_30/full_10s.wav
3KPBjJdShZA,30.0,horse,audioset+vggsound,0.6126346588134766,0.0,0.27919405698776245,1,0.0,clips/horse/3KPBjJdShZA_30/audio.wav,clips/horse/3KPBjJdShZA_30/full_10s.wav
3KoEe5gt8U0,70.0,horse,audioset,0.8003477454185486,1.0,0.2728518545627594,8,0.0,clips/horse/3KoEe5gt8U0_70/audio.wav,clips/horse/3KoEe5gt8U0_70/full_10s.wav
3LIYoasGYEk,30.0,horse,audioset,0.6863093972206116,2.0,0.2677735686302185,1,0.0,clips/horse/3LIYoasGYEk_30/audio.wav,clips/horse/3LIYoasGYEk_30/full_10s.wav
3Lt4cNc3row,30.0,horse,audioset+vggsound,0.9441733360290527,2.0,0.2744988203048706,4,0.0,clips/horse/3Lt4cNc3row_30/audio.wav,clips/horse/3Lt4cNc3row_30/full_10s.wav
3O6xeu3t93Y,0.0,horse,audioset,0.9251432418823242,0.0,0.26740166544914246,6,0.0,clips/horse/3O6xeu3t93Y_0/audio.wav,clips/horse/3O6xeu3t93Y_0/full_10s.wav
3PXNSZDwh6A,27.0,horse,audioset+vggsound,0.6223418712615967,4.0,0.26920896768569946,5,0.0,clips/horse/3PXNSZDwh6A_27/audio.wav,clips/horse/3PXNSZDwh6A_27/full_10s.wav
3QjoihWyxFE,10.0,horse,audioset+vggsound,0.7816377282142639,0.0,0.2732812762260437,7,0.0,clips/horse/3QjoihWyxFE_10/audio.wav,clips/horse/3QjoihWyxFE_10/full_10s.wav
3QsMkOMPU_U,30.0,horse,audioset,0.8683756589889526,5.5,0.2905828356742859,6,0.0,clips/horse/3QsMkOMPU_U_30/audio.wav,clips/horse/3QsMkOMPU_U_30/full_10s.wav
3Rbx578p38g,20.0,horse,audioset,0.26014187932014465,4.0,0.28937727212905884,8,0.0,clips/horse/3Rbx578p38g_20/audio.wav,clips/horse/3Rbx578p38g_20/full_10s.wav
3Rnh22kZZO8,30.0,horse,audioset+vggsound,0.9443667531013489,1.0,0.28440970182418823,2,0.0,clips/horse/3Rnh22kZZO8_30/audio.wav,clips/horse/3Rnh22kZZO8_30/full_10s.wav
3TmtKJhYaGo,30.0,horse,audioset,0.6275610327720642,0.5,0.24955719709396362,2,0.0,clips/horse/3TmtKJhYaGo_30/audio.wav,clips/horse/3TmtKJhYaGo_30/full_10s.wav
3Tp6EU_vag0,30.0,horse,audioset,0.786288321018219,1.5,0.275960773229599,9,0.0,clips/horse/3Tp6EU_vag0_30/audio.wav,clips/horse/3Tp6EU_vag0_30/full_10s.wav
3U9pP6tE-SE,30.0,horse,audioset,0.970592200756073,0.0,0.2895721197128296,6,0.0,clips/horse/3U9pP6tE-SE_30/audio.wav,clips/horse/3U9pP6tE-SE_30/full_10s.wav
3VXShWzM8LY,19.0,horse,audioset,0.48000237345695496,1.0,0.279751181602478,9,0.0,clips/horse/3VXShWzM8LY_19/audio.wav,clips/horse/3VXShWzM8LY_19/full_10s.wav
3VatePXXZJA,5.0,horse,audioset,0.9106737971305847,4.5,0.2803466022014618,9,0.0,clips/horse/3VatePXXZJA_5/audio.wav,clips/horse/3VatePXXZJA_5/full_10s.wav
3VrTsL3xVHg,30.0,horse,audioset,0.679527997970581,6.5,0.27095499634742737,4,0.0,clips/horse/3VrTsL3xVHg_30/audio.wav,clips/horse/3VrTsL3xVHg_30/full_10s.wav
3WYQfKy6jvA,23.0,horse,audioset,0.4970060884952545,6.0,0.2574678361415863,6,0.0,clips/horse/3WYQfKy6jvA_23/audio.wav,clips/horse/3WYQfKy6jvA_23/full_10s.wav
3Wro1Hq2GS8,10.0,horse,audioset+vggsound,0.9554790258407593,4.0,0.27693232893943787,0,0.0,clips/horse/3Wro1Hq2GS8_10/audio.wav,clips/horse/3Wro1Hq2GS8_10/full_10s.wav
3XTXhyH8u10,30.0,horse,audioset+vggsound,0.9166014194488525,1.5,0.27480417490005493,5,0.0,clips/horse/3XTXhyH8u10_30/audio.wav,clips/horse/3XTXhyH8u10_30/full_10s.wav
3ZDb-gJu8Kg,14.0,horse,audioset,0.5882038474082947,6.0,0.2577468156814575,6,0.0,clips/horse/3ZDb-gJu8Kg_14/audio.wav,clips/horse/3ZDb-gJu8Kg_14/full_10s.wav
3a9R7fThrDA,0.0,horse,audioset,0.2708817720413208,2.0,0.2820127010345459,3,0.0,clips/horse/3a9R7fThrDA_0/audio.wav,clips/horse/3a9R7fThrDA_0/full_10s.wav
3aV95NFcz7c,0.0,horse,audioset,0.9051563739776611,1.5,0.2820327877998352,4,0.0,clips/horse/3aV95NFcz7c_0/audio.wav,clips/horse/3aV95NFcz7c_0/full_10s.wav
3cc2GDUvdHo,14.0,horse,audioset+vggsound,0.9217512011528015,0.0,0.289948046207428,6,0.0,clips/horse/3cc2GDUvdHo_14/audio.wav,clips/horse/3cc2GDUvdHo_14/full_10s.wav
3d4wo0YHZVw,30.0,horse,audioset+vggsound,0.6243457198143005,1.0,0.28100162744522095,9,0.0,clips/horse/3d4wo0YHZVw_30/audio.wav,clips/horse/3d4wo0YHZVw_30/full_10s.wav
3ecu7xdi4Vg,29.0,horse,audioset+vggsound,0.8447113633155823,5.5,0.2443893551826477,6,0.0,clips/horse/3ecu7xdi4Vg_29/audio.wav,clips/horse/3ecu7xdi4Vg_29/full_10s.wav
3fhxjF8FU9E,30.0,horse,audioset,0.9734413027763367,0.0,0.2979174554347992,9,0.0,clips/horse/3fhxjF8FU9E_30/audio.wav,clips/horse/3fhxjF8FU9E_30/full_10s.wav
3hbOiRQoI5s,2.0,horse,audioset,0.6445567011833191,4.0,0.25538119673728943,2,0.0,clips/horse/3hbOiRQoI5s_2/audio.wav,clips/horse/3hbOiRQoI5s_2/full_10s.wav
3iHc3qeMqn0,30.0,horse,audioset,0.2937856912612915,6.5,0.2643336057662964,3,0.0,clips/horse/3iHc3qeMqn0_30/audio.wav,clips/horse/3iHc3qeMqn0_30/full_10s.wav
3iQ_xRurgS8,30.0,horse,audioset+vggsound,0.9341879487037659,4.5,0.30109164118766785,8,0.0,clips/horse/3iQ_xRurgS8_30/audio.wav,clips/horse/3iQ_xRurgS8_30/full_10s.wav
3i_W0FLIiJc,30.0,horse,audioset,0.5538842678070068,3.5,0.2878628671169281,4,0.0,clips/horse/3i_W0FLIiJc_30/audio.wav,clips/horse/3i_W0FLIiJc_30/full_10s.wav
3jC14BzR4rs,30.0,horse,audioset+vggsound,0.960838258266449,0.0,0.27693915367126465,6,0.0,clips/horse/3jC14BzR4rs_30/audio.wav,clips/horse/3jC14BzR4rs_30/full_10s.wav
3jQpJTn0KXM,10.0,horse,audioset,0.6641554832458496,3.5,0.2673189640045166,8,0.0,clips/horse/3jQpJTn0KXM_10/audio.wav,clips/horse/3jQpJTn0KXM_10/full_10s.wav
3jpAt_madtA,30.0,horse,audioset+vggsound,0.6931055784225464,2.5,0.28093937039375305,4,0.0,clips/horse/3jpAt_madtA_30/audio.wav,clips/horse/3jpAt_madtA_30/full_10s.wav
3jw7Vsb9Ikw,27.0,horse,audioset,0.8984501361846924,3.5,0.276149719953537,1,0.0,clips/horse/3jw7Vsb9Ikw_27/audio.wav,clips/horse/3jw7Vsb9Ikw_27/full_10s.wav
3jzMzHwLLYg,110.0,horse,audioset+vggsound,0.9712112545967102,5.0,0.2682019770145416,9,0.0,clips/horse/3jzMzHwLLYg_110/audio.wav,clips/horse/3jzMzHwLLYg_110/full_10s.wav
3k56M5Jnc8Y,30.0,horse,audioset+vggsound,0.8870416283607483,3.0,0.2811369299888611,5,0.0,clips/horse/3k56M5Jnc8Y_30/audio.wav,clips/horse/3k56M5Jnc8Y_30/full_10s.wav
3kBBQTU1Qss,0.0,horse,audioset,0.6783574819564819,0.5,0.2696584463119507,2,0.0,clips/horse/3kBBQTU1Qss_0/audio.wav,clips/horse/3kBBQTU1Qss_0/full_10s.wav
3m-fB3fQPs4,30.0,horse,audioset,0.858992338180542,3.5,0.272785484790802,3,0.0,clips/horse/3m-fB3fQPs4_30/audio.wav,clips/horse/3m-fB3fQPs4_30/full_10s.wav
3meLT6Fy-Do,30.0,horse,audioset,0.5523748397827148,6.5,0.27215397357940674,2,0.0,clips/horse/3meLT6Fy-Do_30/audio.wav,clips/horse/3meLT6Fy-Do_30/full_10s.wav
3mpsozZ-nek,30.0,horse,audioset,0.46835872530937195,6.5,0.2724057137966156,0,0.0,clips/horse/3mpsozZ-nek_30/audio.wav,clips/horse/3mpsozZ-nek_30/full_10s.wav
3mwpcqHnhN4,30.0,horse,audioset+vggsound,0.7067619562149048,0.5,0.28503426909446716,3,0.0,clips/horse/3mwpcqHnhN4_30/audio.wav,clips/horse/3mwpcqHnhN4_30/full_10s.wav
3oHKKQIp7Ag,30.0,horse,audioset,0.9067395925521851,5.5,0.24400641024112701,0,0.0,clips/horse/3oHKKQIp7Ag_30/audio.wav,clips/horse/3oHKKQIp7Ag_30/full_10s.wav
3oqD11nm7tA,30.0,horse,audioset,0.9589279890060425,2.0,0.26753804087638855,3,0.0,clips/horse/3oqD11nm7tA_30/audio.wav,clips/horse/3oqD11nm7tA_30/full_10s.wav
3ptlEuPhJ-s,30.0,horse,audioset+vggsound,0.9115517735481262,3.0,0.28140339255332947,1,0.0,clips/horse/3ptlEuPhJ-s_30/audio.wav,clips/horse/3ptlEuPhJ-s_30/full_10s.wav
3qNSaQnzWUs,30.0,horse,audioset+vggsound,0.8495588898658752,5.0,0.28285297751426697,8,0.0,clips/horse/3qNSaQnzWUs_30/audio.wav,clips/horse/3qNSaQnzWUs_30/full_10s.wav
3qsR-06UbU0,30.0,horse,audioset,0.41760605573654175,5.5,0.2592926621437073,0,0.0,clips/horse/3qsR-06UbU0_30/audio.wav,clips/horse/3qsR-06UbU0_30/full_10s.wav
3r-pmcY3prQ,180.0,horse,audioset,0.8321937918663025,6.5,0.27678799629211426,5,0.0,clips/horse/3r-pmcY3prQ_180/audio.wav,clips/horse/3r-pmcY3prQ_180/full_10s.wav
3rZvSddDAmw,5.0,horse,audioset,0.3958195149898529,3.0,0.26154425740242004,0,0.0,clips/horse/3rZvSddDAmw_5/audio.wav,clips/horse/3rZvSddDAmw_5/full_10s.wav
3s5FHwyhF-w,70.0,horse,audioset,0.6342594623565674,0.0,0.2802814841270447,9,0.0,clips/horse/3s5FHwyhF-w_70/audio.wav,clips/horse/3s5FHwyhF-w_70/full_10s.wav
3sf-Fa7cZfA,3.0,horse,audioset+vggsound,0.9735548496246338,4.0,0.28420302271842957,1,0.0,clips/horse/3sf-Fa7cZfA_3/audio.wav,clips/horse/3sf-Fa7cZfA_3/full_10s.wav
3sqxDYg4rQU,20.0,horse,audioset,0.5318862795829773,4.5,0.2783004343509674,0,0.0,clips/horse/3sqxDYg4rQU_20/audio.wav,clips/horse/3sqxDYg4rQU_20/full_10s.wav
3u_jigDLn9U,12.0,horse,audioset,0.2859024405479431,5.5,0.26715558767318726,6,0.0,clips/horse/3u_jigDLn9U_12/audio.wav,clips/horse/3u_jigDLn9U_12/full_10s.wav
3uaqlOi8WXU,50.0,horse,audioset,0.8039665818214417,5.0,0.2889135479927063,0,0.0,clips/horse/3uaqlOi8WXU_50/audio.wav,clips/horse/3uaqlOi8WXU_50/full_10s.wav
3vmgcRpqeGc,30.0,horse,audioset+vggsound,0.8959259986877441,0.5,0.2611774504184723,9,0.0,clips/horse/3vmgcRpqeGc_30/audio.wav,clips/horse/3vmgcRpqeGc_30/full_10s.wav
3vsAMbBywW8,30.0,horse,audioset+vggsound,0.6341657042503357,6.5,0.2750902771949768,6,0.0,clips/horse/3vsAMbBywW8_30/audio.wav,clips/horse/3vsAMbBywW8_30/full_10s.wav
3vvoMraEM5Q,30.0,horse,audioset+vggsound,0.829776406288147,4.0,0.30733609199523926,0,0.0,clips/horse/3vvoMraEM5Q_30/audio.wav,clips/horse/3vvoMraEM5Q_30/full_10s.wav
3z9hp4KPcuY,30.0,horse,audioset,0.2578414976596832,4.0,0.2731330096721649,3,0.0,clips/horse/3z9hp4KPcuY_30/audio.wav,clips/horse/3z9hp4KPcuY_30/full_10s.wav
3zIulDv3tok,0.0,horse,audioset,0.31063300371170044,0.0,0.2744210958480835,4,0.0,clips/horse/3zIulDv3tok_0/audio.wav,clips/horse/3zIulDv3tok_0/full_10s.wav
3zXPLeIzqMU,30.0,horse,audioset,0.40108346939086914,5.5,0.2646762430667877,9,0.0,clips/horse/3zXPLeIzqMU_30/audio.wav,clips/horse/3zXPLeIzqMU_30/full_10s.wav
41QyuZpZTGg,6.0,horse,audioset+vggsound,0.8052347898483276,0.0,0.27506715059280396,1,0.0,clips/horse/41QyuZpZTGg_6/audio.wav,clips/horse/41QyuZpZTGg_6/full_10s.wav
42rNDtaLsnU,30.0,horse,audioset,0.9435417652130127,3.0,0.24522045254707336,1,0.0,clips/horse/42rNDtaLsnU_30/audio.wav,clips/horse/42rNDtaLsnU_30/full_10s.wav
42sY0PM9Bts,30.0,horse,audioset,0.6031932234764099,6.5,0.27052396535873413,5,0.0,clips/horse/42sY0PM9Bts_30/audio.wav,clips/horse/42sY0PM9Bts_30/full_10s.wav
43ijm8y4z2o,30.0,horse,audioset+vggsound,0.8871473670005798,4.0,0.25204646587371826,0,0.0,clips/horse/43ijm8y4z2o_30/audio.wav,clips/horse/43ijm8y4z2o_30/full_10s.wav
44DBFfQyFDg,30.0,horse,audioset,0.6170781254768372,2.0,0.2528938055038452,9,0.0,clips/horse/44DBFfQyFDg_30/audio.wav,clips/horse/44DBFfQyFDg_30/full_10s.wav
44cLpCRdyZA,30.0,horse,audioset,0.331815242767334,6.5,0.2503047585487366,9,0.0,clips/horse/44cLpCRdyZA_30/audio.wav,clips/horse/44cLpCRdyZA_30/full_10s.wav
45DcUCZgR50,6.0,horse,audioset,0.2783393859863281,5.0,0.2558721601963043,8,0.0,clips/horse/45DcUCZgR50_6/audio.wav,clips/horse/45DcUCZgR50_6/full_10s.wav
45JTTw83dDE,30.0,horse,audioset+vggsound,0.5067927837371826,0.0,0.28095948696136475,6,0.0,clips/horse/45JTTw83dDE_30/audio.wav,clips/horse/45JTTw83dDE_30/full_10s.wav
47xhc-P6bpo,30.0,horse,audioset,0.9077208638191223,2.0,0.283708781003952,2,0.0,clips/horse/47xhc-P6bpo_30/audio.wav,clips/horse/47xhc-P6bpo_30/full_10s.wav
48oPOrp9Jr0,30.0,horse,audioset,0.44507697224617004,6.5,0.26285430788993835,0,0.0,clips/horse/48oPOrp9Jr0_30/audio.wav,clips/horse/48oPOrp9Jr0_30/full_10s.wav
49EeQmpyIFM,33.0,horse,vggsound,0.9076336622238159,2.5,0.31213822960853577,6,0.0,clips/horse/49EeQmpyIFM_33/audio.wav,clips/horse/49EeQmpyIFM_33/full_10s.wav
49EeQmpyIFM,44.0,horse,vggsound,0.9031146764755249,2.5,0.31807002425193787,8,0.0,clips/horse/49EeQmpyIFM_44/audio.wav,clips/horse/49EeQmpyIFM_44/full_10s.wav
4C6JkAoRyVk,0.0,horse,audioset,0.8897075057029724,2.0,0.24640120565891266,3,0.0,clips/horse/4C6JkAoRyVk_0/audio.wav,clips/horse/4C6JkAoRyVk_0/full_10s.wav
4Cr8qWn9iMw,30.0,horse,audioset+vggsound,0.3619469702243805,5.5,0.28855589032173157,3,0.0,clips/horse/4Cr8qWn9iMw_30/audio.wav,clips/horse/4Cr8qWn9iMw_30/full_10s.wav
4DJ9eXSsfOM,30.0,horse,audioset,0.5436395406723022,5.0,0.2717159390449524,1,0.0,clips/horse/4DJ9eXSsfOM_30/audio.wav,clips/horse/4DJ9eXSsfOM_30/full_10s.wav
4E2UMRDW_Zs,30.0,horse,audioset+vggsound,0.7292599081993103,3.0,0.280793696641922,4,0.0,clips/horse/4E2UMRDW_Zs_30/audio.wav,clips/horse/4E2UMRDW_Zs_30/full_10s.wav
4EeQh-l8hBs,30.0,horse,audioset,0.8661326169967651,1.5,0.23437558114528656,2,0.0,clips/horse/4EeQh-l8hBs_30/audio.wav,clips/horse/4EeQh-l8hBs_30/full_10s.wav
4EmVX0_CcBM,30.0,horse,audioset+vggsound,0.5272733569145203,6.5,0.29243597388267517,9,0.0,clips/horse/4EmVX0_CcBM_30/audio.wav,clips/horse/4EmVX0_CcBM_30/full_10s.wav
4GtzTxTJPSs,320.0,horse,audioset,0.5957754850387573,5.5,0.2712230384349823,9,0.0,clips/horse/4GtzTxTJPSs_320/audio.wav,clips/horse/4GtzTxTJPSs_320/full_10s.wav
4H7EONWx85w,1.0,horse,vggsound,0.8865665197372437,0.0,0.28601089119911194,1,0.0,clips/horse/4H7EONWx85w_1/audio.wav,clips/horse/4H7EONWx85w_1/full_10s.wav
4HSkwF586ro,6.0,horse,audioset,0.765823245048523,6.5,0.2601597011089325,9,0.0,clips/horse/4HSkwF586ro_6/audio.wav,clips/horse/4HSkwF586ro_6/full_10s.wav
4I7idDeztQ4,30.0,horse,audioset,0.9799091219902039,1.0,0.26273632049560547,7,0.0,clips/horse/4I7idDeztQ4_30/audio.wav,clips/horse/4I7idDeztQ4_30/full_10s.wav
4JrWa8Z08N8,30.0,horse,audioset,0.9220930933952332,1.0,0.2452094703912735,5,0.0,clips/horse/4JrWa8Z08N8_30/audio.wav,clips/horse/4JrWa8Z08N8_30/full_10s.wav
4Kl_h0_VJBk,30.0,horse,audioset+vggsound,0.9940912127494812,3.0,0.26930761337280273,4,0.0,clips/horse/4Kl_h0_VJBk_30/audio.wav,clips/horse/4Kl_h0_VJBk_30/full_10s.wav
4Ms9p-aW_Ac,3.0,horse,vggsound,0.7548288106918335,2.5,0.30263465642929077,8,0.0,clips/horse/4Ms9p-aW_Ac_3/audio.wav,clips/horse/4Ms9p-aW_Ac_3/full_10s.wav
4NSjcsu6FuY,15.0,horse,audioset+vggsound,0.8992006778717041,0.5,0.27139195799827576,7,0.0,clips/horse/4NSjcsu6FuY_15/audio.wav,clips/horse/4NSjcsu6FuY_15/full_10s.wav
4Nd6anJtZ0o,30.0,horse,audioset,0.3655196726322174,6.5,0.2536143660545349,1,0.0,clips/horse/4Nd6anJtZ0o_30/audio.wav,clips/horse/4Nd6anJtZ0o_30/full_10s.wav
4PRsohAVsDw,20.0,horse,audioset+vggsound,0.6972497701644897,0.5,0.28793245553970337,3,0.0,clips/horse/4PRsohAVsDw_20/audio.wav,clips/horse/4PRsohAVsDw_20/full_10s.wav
4ShCZly0DNo,30.0,horse,audioset+vggsound,0.746089518070221,6.5,0.2718222737312317,1,0.0,clips/horse/4ShCZly0DNo_30/audio.wav,clips/horse/4ShCZly0DNo_30/full_10s.wav
4SoxI-QsAPg,0.0,horse,audioset,0.7674925327301025,2.0,0.27654266357421875,0,0.0,clips/horse/4SoxI-QsAPg_0/audio.wav,clips/horse/4SoxI-QsAPg_0/full_10s.wav
4TVJNbZhA5U,30.0,horse,audioset,0.5789080262184143,6.5,0.2801448106765747,3,0.0,clips/horse/4TVJNbZhA5U_30/audio.wav,clips/horse/4TVJNbZhA5U_30/full_10s.wav
4V0HFle9WGc,30.0,horse,audioset,0.48183900117874146,0.0,0.2838677763938904,4,0.0,clips/horse/4V0HFle9WGc_30/audio.wav,clips/horse/4V0HFle9WGc_30/full_10s.wav
4VR5DmwB58Y,30.0,horse,audioset,0.5642212629318237,1.0,0.25010666251182556,3,0.0,clips/horse/4VR5DmwB58Y_30/audio.wav,clips/horse/4VR5DmwB58Y_30/full_10s.wav
4Vqb2FFlrLg,30.0,horse,audioset,0.8634262084960938,0.0,0.28558623790740967,0,0.0,clips/horse/4Vqb2FFlrLg_30/audio.wav,clips/horse/4Vqb2FFlrLg_30/full_10s.wav
4WrAiqcqo4o,380.0,horse,audioset+vggsound,0.7026269435882568,1.0,0.2722296714782715,6,0.0,clips/horse/4WrAiqcqo4o_380/audio.wav,clips/horse/4WrAiqcqo4o_380/full_10s.wav
4Zv3oq7GTNM,30.0,horse,audioset,0.3130435645580292,3.0,0.24758794903755188,3,0.0,clips/horse/4Zv3oq7GTNM_30/audio.wav,clips/horse/4Zv3oq7GTNM_30/full_10s.wav
4_IPYhQbB8w,30.0,horse,audioset+vggsound,0.9457466006278992,0.0,0.2928835153579712,2,0.0,clips/horse/4_IPYhQbB8w_30/audio.wav,clips/horse/4_IPYhQbB8w_30/full_10s.wav
4aNcNPP-gP0,30.0,horse,audioset,0.957942008972168,4.5,0.2797784209251404,5,0.0,clips/horse/4aNcNPP-gP0_30/audio.wav,clips/horse/4aNcNPP-gP0_30/full_10s.wav
4aRYzKW-_Fg,30.0,horse,audioset+vggsound,0.9648431539535522,5.0,0.28897127509117126,4,0.0,clips/horse/4aRYzKW-_Fg_30/audio.wav,clips/horse/4aRYzKW-_Fg_30/full_10s.wav
4bGk--MqCLU,30.0,horse,audioset,0.8118426203727722,1.5,0.25000864267349243,0,0.0,clips/horse/4bGk--MqCLU_30/audio.wav,clips/horse/4bGk--MqCLU_30/full_10s.wav
4bMj-sxdD0c,1.0,horse,audioset,0.6441976428031921,0.5,0.2668776512145996,4,0.0,clips/horse/4bMj-sxdD0c_1/audio.wav,clips/horse/4bMj-sxdD0c_1/full_10s.wav
4bmHR1bVTnw,330.0,horse,audioset,0.9426853060722351,4.5,0.26870667934417725,5,0.0,clips/horse/4bmHR1bVTnw_330/audio.wav,clips/horse/4bmHR1bVTnw_330/full_10s.wav
4bqZ8_elrQs,30.0,horse,audioset,0.43944352865219116,0.0,0.2802864909172058,2,0.0,clips/horse/4bqZ8_elrQs_30/audio.wav,clips/horse/4bqZ8_elrQs_30/full_10s.wav
